item_id,name,title,category,unit,value_kind,status,source_ref
562,fn562,客户存款和同业存放款项净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
563,fn563,向中央银行借款净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
564,fn564,向其他金融机构拆入资金净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
565,fn565,收到原保险合同保费取得的现金(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
566,fn566,收到再保险业务现金净额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
567,fn567,保户储金及投资款净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
568,fn568,处置以公允价值计量且其变动计入当期损益的金融资产净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
569,fn569,收取利息、手续费及佣金的现金(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
570,fn570,拆入资金净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
571,fn571,回购业务资金净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
572,fn572,客户贷款及垫款净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
573,fn573,存放中央银行和同业款项净增加额(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
574,fn574,支付原保险合同赔付款项的现金(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
575,fn575,支付利息、手续费及佣金的现金(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
576,fn576,支付保单红利的现金(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
577,fn577,其中:子公司吸收少数股东投资收到的现金(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
578,fn578,其中:子公司支付给少数股东的股利、利润(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
579,fn579,投资性房地产的折旧及摊销(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
580,fn580,信用减值损失(万元),extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
581,fn581,使用权资产折旧（万元）,extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
582,fn582,收取利息和手续费净增加额(万元)  [注：金融类科目],extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
583,fn583,支付手续费的现金(万元)  [注：金融类科目],extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
584,fn584,发行债券支付的现金(万元)  [注：金融类科目],extended_statement,raw,float64,confirmed,mootdx.financial.columns;TdxQuant.get_financial_data
